
Geneid	SRR28411569	SRR28411570	SRR28411571	SRR28411572
YNL182C	1035	1006	1787	2204
YNL180C	778	645	282	388
YNR001C	25336	21432	6217	9635
YNL091W	2022	1618	1096	1692
YNL157W	2171	1943	913	1414
YNL315C	2796	2378	2323	2190
YNL221C	2064	1885	1496	2132
YNR052C	2626	2201	1404	1649
YNL061W	1253	1069	1982	2240
YNL284C	2115	1723	877	1364
YNR040W	728	555	639	750
YNL246W	1003	817	859	968
YNL097W-A	0	0	0	0
YNL121C	4837	4030	2872	3630
snR191	24253	21651	3148	19181
YNL043C	123	149	16	91
YNR055C	5661	5162	3303	4658
YNL039W	529	508	206	349
YNR036C	5306	4671	3020	3756
YNL304W	419	360	265	272
YNL119W	685	692	401	688
YNL034W	122	134	62	164
YNL187W	218	163	125	176
YNL310C	571	507	253	385
YNL277W	1042	992	349	452
YNL126W	1740	1660	938	1708
tL(UAA)N	6	0	6	5
YNL210W	183	145	142	239
YNR041C	456	387	251	380
YNL193W	976	750	655	920
YNL301C	2774	2440	4329	4762
YNL263C	4034	3586	1992	3152
YNL059C	996	770	669	891
YNL028W	4	5	4	5
YNL044W	968	884	692	989
YNL026W	2098	1766	737	1497
YNL067W	11271	9656	12063	14102
YNL205C	8	19	3	7
YNL104C	14502	11893	10024	12288
YNL169C	2791	2208	1284	1960
YNL268W	7006	5989	4564	5717
YNL162W	8084	7117	17790	16547
YNL257C	2600	2260	1736	2086
YNL229C	1397	1276	810	1125
YNL042W-B	26	21	5	7
YNL248C	2701	2536	3467	4931
YNR045W	734	619	331	456
YNR051C	3079	2417	3122	2968
YNL190W	14256	12064	6471	6244
YNL194C	2378	2154	119	293
YNL080C	1574	1431	922	1523
YNR005C	3	1	0	0
YNR064C	110	78	100	130
YNL145W	9251	8743	2139	8322
YNR068C	299	310	69	127
YNL323W	2043	1691	1479	2001
YNL003C	1965	1748	720	1330
YNL199C	1292	1137	832	1126
YNL048W	2205	1867	1610	2114
YNL072W	500	445	410	483
YNL224C	1129	982	681	781
YNL067W-A	0	1	0	1
YNR032W	2547	2415	1265	1922
YNL206C	1291	1070	758	1127
YNR062C	232	243	146	212
YNL203C	24	26	1	9
YNL273W	1471	1247	856	1301
tI(AAU)N1	0	0	0	0
YNL213C	601	527	393	454
YNL055C	49919	45355	29455	37304
YNL170W	34	53	11	29
YNR013C	2134	1586	899	1700
YNL269W	42	33	9	16
YNR020C	188	92	44	136
YNL041C	1696	1554	973	1245
YNL234W	321	291	153	349
YNL165W	661	602	336	467
YNL116W	689	547	406	672
YNL008C	1887	1605	568	1100
YNL309W	190	155	86	123
YNR015W	914	826	809	880
YNR075W	1179	720	827	1032
YNL025C	539	449	157	325
YNL058C	757	699	196	392
YNL313C	1242	965	1299	2121
YNL122C	858	674	301	553
YNL094W	1935	1654	757	961
YNL001W	1186	1176	1056	1259
YNL317W	988	835	468	578
YNL035C	1659	1726	1014	1441
YNL007C	9267	7981	1652	2783
YNL162W-A	47	45	38	53
YNR039C	1464	1268	692	1013
YNL103W-A	171	155	31	126
tL(CAA)N	2	4	2	5
YNL052W	5189	4675	3096	2878
YNL120C	0	0	0	0
YNL002C	989	865	1140	1855
YNL311C	748	761	305	578
YNR007C	513	422	113	196
YNL291C	3230	2622	1644	2583
YNL195C	3543	3392	125	152
YNL087W	6402	5550	5722	8304
tF(GAA)N	0	1	2	2
YNL217W	2449	2316	2360	2514
YNL029C	992	964	766	801
YNR028W	1556	1498	622	994
YNL009W	291	256	207	224
YNL024C-A	1186	1005	450	1065
YNL334C	78	70	57	99
YNL319W	29	24	0	16
YNL295W	623	520	319	446
tN(GUU)N2	2	2	2	0
YNL192W	4515	3678	1227	2481
YNL149C	72	80	47	112
YNL071W	16064	13330	12730	13097
YNL089C	7	23	2	6
YNL308C	207	131	322	469
YNL239W	6732	6095	3898	4350
YNL275W	1544	1541	1130	1509
YNR071C	378	279	141	185
YNL226W	2	1	3	2
YNL040W	962	862	504	853
YNL117W	263	228	158	220
YNL050C	309	358	318	290
YNL086W	357	300	189	329
YNL017C	6	3	5	4
YNR070W	1008	851	350	545
YNR067C	4104	3311	2970	4728
YNL305C	8011	7152	1581	2567
YNL015W	2439	2503	1066	1422
YNL146C-A	175	148	96	94
YNL063W	938	727	394	534
YNL294C	1891	1721	892	1157
YNR046W	676	615	486	682
YNL167C	928	694	256	529
YNL280C	2875	2543	2300	3678
YNR002C	915	808	186	282
YNL036W	455	430	315	465
YNL075W	601	604	817	1023
YNR058W	361	352	128	160
YNL054W	959	858	547	761
YNR006W	385	329	232	278
YNR042W	1	0	0	0
YNL261W	1364	1324	590	1211
YNL188W	527	434	208	334
YNL146W	113	97	22	41
YNL228W	0	0	0	0
YNL211C	223	244	85	191
YNR021W	8831	7350	6776	7800
YNL201C	1986	1717	1511	1972
YNR033W	2076	1694	871	1560
YNR034W	700	587	372	494
YNL272C	1597	1371	1057	1369
YNL245C	281	246	199	283
YNR074C	561	424	577	827
YNL123W	4128	3517	2975	4530
YNR016C	36495	25413	39031	48922
YNL223W	478	405	122	284
YNR032C-A	396	322	220	341
YNL133C	169	131	38	137
YNL178W	35886	31127	64049	65775
YNL065W	4559	3653	3988	6424
YNR043W	3965	3454	3803	4497
YNL021W	1930	1594	1042	1634
YNL124W	218	186	359	343
YNL312W	1668	1519	1090	1495
YNL143C	164	114	71	135
YNL251C	802	580	325	565
snR40	408	348	368	458
YNL299W	358	296	512	550
snR19	429495	370057	332688	258777
YNR049C	740	797	361	533
YNL163C	2180	1799	1760	2693
YNR073C	227	126	132	154
YNL127W	1762	1574	843	1341
YNL118C	3725	3099	1905	2688
tT(AGU)N2	0	0	2	0
YNL189W	7794	6562	4366	6328
YNL290W	1280	1166	950	1160
YNR025C	46	36	7	18
YNL250W	879	758	458	651
YNL314W	357	266	145	225
YNL227C	64	56	74	88
YNL218W	631	525	414	514
YNL004W	1530	1140	785	1207
YNR023W	1049	904	612	735
YNL092W	435	294	127	157
YNL324W	1	0	0	1
YNL233W	1017	951	629	822
YNL155W	1986	1922	840	1129
YNL020C	1401	1096	828	1149
YNL076W	538	423	305	378
YNL200C	11212	10277	1668	2929
YNL177C	1634	1181	670	1138
YNL077W	1419	1253	453	734
YNL293W	1042	914	348	582
YNL098C	2037	1721	1089	1612
YNR004W	176	182	129	189
YNL049C	3401	2993	3668	4970
YNR019W	1366	1002	696	944
YNL031C	8896	7209	4359	9009
YNL019C	166	127	75	74
YNL214W	469	430	244	341
YNL006W	1904	1694	1019	1557
YNR030W	7060	6115	2736	5414
YNL038W	773	762	485	891
YNL090W	91	74	61	79
YNL151C	206	183	164	272
YNL254C	331	346	439	518
YNR008W	1214	927	818	1028
YNR038W	1054	1005	858	1584
YNR003W-A	0	0	0	0
YNL307C	7610	6796	4903	6084
YNL131W	3737	3023	1647	3289
YNL265C	477	366	234	266
YNL175C	481	434	956	1110
YNL042W	275	271	97	140
YNL022C	930	824	1146	1436
YNL056W	1253	1060	454	813
YNL011C	1410	1229	621	903
YNL329C	2372	1942	1469	2155
YNL074C	1549	1206	418	831
YNL093W	242	227	46	81
YNR047W	3729	3105	1459	2300
YNL183C	2621	2104	736	1326
YNL057W	1	1	0	0
YNL238W	6426	5600	4263	5013
YNL154C	4324	3443	2543	3076
YNL267W	3818	3118	1787	2705
tP(UGG)N2	15	2	2	16
YNL014W	667	647	197	362
NME1	94912	89583	14490	56702
YNL078W	712	735	409	628
YNL209W	40360	30822	56477	57765
YNL253W	953	859	553	790
YNL173C	2652	2232	1055	1233
YNL066W	5707	4522	6817	10562
YNL321W	1974	1472	547	1173
YNR054C	231	140	118	243
YNR072W	319	216	82	106
YNR076W	27	31	5	35
YNR031C	2345	1936	1415	1914
YNL110C	420	399	632	1131
YNL232W	829	734	556	919
YNL262W	1919	1318	1023	2086
YNL142W	1231	1259	502	750
YNL129W	434	367	319	483
YNR014W	202	164	116	171
YNL005C	3387	2955	1194	2108
YNL174W	0	0	0	0
YNL335W	61	57	34	51
YNL240C	1846	1596	2213	2092
YNL318C	22	6	2	3
YNL256W	2545	2423	2298	3118
YNL012W	896	850	147	239
YNR029C	629	605	575	665
YNL130C-A	33	11	8	21
YNL107W	639	535	294	515
YNR065C	1491	1249	759	1049
YNL332W	44	43	12	14
YNL023C	1581	1478	2122	2577
YNR056C	367	329	121	135
YNL186W	1743	1639	1356	2054
YNL153C	780	695	721	953
YNL130C	5955	5556	2621	4555
YNL088W	4858	4132	2578	4031
YNL216W	3074	2715	2858	3105
YNL276C	6	10	0	5
YNL108C	320	294	169	273
YNL252C	1260	1058	692	812
YNL181W	1146	1049	918	1142
YNL197C	1891	1428	688	1221
YNL064C	3716	2932	2573	2440
YNL202W	139	63	70	146
YNL283C	1596	1226	873	1090
YNL147W	716	683	450	626
YNL286W	245	226	193	287
YNL337W	0	3	0	0
YNL322C	5822	4906	1772	2444
YNL158W	839	717	480	766
YNL168C	1746	1447	1160	1827
YNL259C	670	631	155	637
YNR022C	1172	971	1219	1165
YNR077C	0	0	0	0
YNL068C	871	599	406	648
tI(AAU)N2	0	0	0	0
YNL037C	8094	7198	2295	3855
YNL085W	17112	16076	9652	13852
YNL051W	1035	1115	437	630
YNL148C	315	304	300	354
YNR075C-A	105	46	81	101
YNL255C	5210	4464	5650	6672
YNL070W	3374	2801	606	1863
tD(GUC)N	56	39	41	18
tT(AGU)N1	2	4	1	9
YNL271C	3489	2266	1556	2836
YNL198C	26	16	7	6
YNR018W	2193	2006	3267	2444
YNL327W	3880	2962	3651	7507
YNL236W	1594	1378	545	1074
YNR001W-A	12	17	2	1
YNL053W	1602	1413	763	1085
YNL281W	4223	3734	2932	2528
YNL279W	2564	2940	412	1060
YNL156C	2417	2174	921	1255
YNL260C	307	239	160	265
YNL222W	679	642	276	422
YNL235C	1	6	2	0
YNR059W	1350	1111	1049	1191
YNR044W	957	532	196	1011
YNL225C	832	754	425	523
YNL215W	64	32	26	32
YNL326C	1491	1264	617	865
YNL100W	2343	2132	860	1085
YNR009W	332	234	108	214
YNR066C	530	456	199	353
YNL339W-A	0	0	0	0
snR66	240	272	57	129
YNL266W	8	7	0	8
YNL292W	427	350	284	481
YNL242W	3597	2879	1041	1353
YNR057C	354	273	193	212
tG(UCC)N	0	0	0	0
YNL067W-B	5	3	6	4
YNL166C	561	374	374	536
YNL111C	805	729	844	1211
YNL069C	43501	39239	70887	77342
YNL277W-A	51	37	7	26
YNL128W	100	84	34	75
YNL300W	88	104	29	199
YNL179C	81	78	49	62
YNR050C	4072	3471	4685	5167
snR49	353	403	66	433
YNL138W	4204	3178	1950	2300
YNR048W	889	794	449	613
YNL302C	9787	8632	16108	18575
YNL045W	8073	6518	3260	4847
YNL125C	3080	2706	847	1330
YNL207W	1001	914	1117	1350
YNR011C	573	467	351	725
YNL241C	6451	5015	1976	2399
YNL112W	1210	1039	3453	5833
YNL249C	737	603	533	819
YNL270C	180	184	60	70
YNL115C	3679	3187	772	1354
YNL073W	3355	2962	1493	2119
YNL082W	880	732	622	677
YNL097C-B	28	25	22	25
YNR034W-A	13246	11196	1972	2316
YNL296W	0	0	0	0
YNL138W-A	297	289	158	193
YNL196C	174	149	96	132
YNL109W	19	18	8	14
YNL101W	7120	6584	2251	3338
YNR012W	1076	927	1026	1388
YNL114C	0	0	1	0
YNL237W	2077	1718	361	626
YNL084C	2443	2236	1299	1530
YNL289W	1046	883	663	795
YNL171C	0	0	1	0
YNL208W	10250	9793	8394	5322
YNL010W	6848	5865	6921	9440
YNL134C	10070	8935	3195	5925
YNR053C	2046	1809	3115	3739
tP(AGG)N	12	6	3	4
YNL231C	1492	1267	781	1434
YNL230C	370	347	233	261
YNL339W-B	0	0	0	0
YNL258C	2322	1993	1922	2064
YNL328C	163	123	91	211
YNL081C	1282	1188	609	997
YNR037C	1391	1137	638	1033
YNR063W	184	206	162	236
YNL339C	45	38	7	8
YNR060W	486	408	270	299
YNL287W	19547	16534	11570	13744
YNL095C	1406	1263	1367	1549
YNL096C	1798	1396	2066	2396
YNL282W	286	242	201	349
YNL047C	428	301	200	350
YNL139C	0	2	2047	3470
tP(UGG)N1	0	1	0	1
YNL298W	871	771	390	658
YNL113W	188	201	89	316
YNR003C	398	359	456	690
YNL316C	769	635	353	659
YNL016W	7657	6303	6623	7453
YNL330C	2187	1857	1026	1777
YNR010W	129	141	55	86
YNL172W	3674	3011	1624	2313
YNL132W	2894	2638	3743	5007
YNR027W	601	498	340	684
YNL083W	569	406	288	464
YNL013C	1	3	0	0
YNL164C	304	258	201	283
YNL274C	2507	2205	348	653
YNL176C	806	556	307	682
YNR061C	2219	1957	1416	1719
YNL303W	470	452	130	787
YNR035C	6386	5606	2835	3591
YNL160W	56359	48367	12221	20304
YNR024W	40	33	33	33
YNL024C	166	121	147	321
YNL018C	179	109	70	130
YNL033W	84	65	53	94
YNL141W	1211	1346	4073	5562
YNL320W	1115	1091	636	1131
YNL204C	175	132	51	131
YNL106C	1092	797	434	648
YNL338W	0	0	0	0
YNL161W	1625	1316	830	1033
YNL247W	3648	3041	3844	4128
YNL285W	7	7	3	4
YNL062C	1146	1082	1664	1953
YNL325C	967	776	433	657
YNL046W	1185	900	830	1157
YNL032W	635	527	424	547
YNL135C	12015	10778	15909	12740
YNL212W	2759	2496	1696	2194
YNL243W	7538	6537	5051	4937
YNL103W	1385	1072	396	674
YNL144W-A	0	0	0	0
YNL333W	78	111	52	86
YNL027W	1343	1159	540	832
YNL278W	879	737	344	592
YNL144C	5436	4510	2715	3297
YNL159C	1383	1160	423	917
YNL220W	18058	15767	14297	19126
YNL184C	3	1	1	1
YNL336W	4955	4604	2236	2692
YNL264C	1619	1322	1172	1400
YNL136W	153	92	40	121
YNL185C	1450	1182	447	1025
YNL219C	8528	8192	3703	6572
YNL079C	5857	5010	8328	4847
YNL244C	5751	5296	3236	6369
YNL054W-B	1463	968	915	2040
YNL284C-B	471	292	143	431
YNL284C-A	0	0	0	0
YNL054W-A	0	0	0	0
YJL160C	150	93	42	140
YJL204C	768	775	266	528
YJR105W	12922	11524	14939	15293
YJR129C	460	413	383	538
YJL139C	1137	954	696	990
YJL062W-A	2070	1952	654	1486
YJL110C	1043	863	513	800
YJR088C	1260	1041	759	1080
YJL213W	217	152	227	346
YJR046W	2223	1904	1125	1568
YJL020C	2565	1681	639	1053
YJL187C	1631	1584	877	1329
YJR131W	1097	828	521	1020
YJL133W	1614	1363	935	1341
YJL086C	4	4	1	6
YJR053W	531	433	491	520
YJR044C	3120	2826	1289	1747
YJR100C	1206	951	507	767
YJR012C	259	257	112	158
YJR067C	149	156	107	130
YJR146W	179	182	91	157
YJR140W-A	0	0	0	0
YJR130C	972	854	565	816
YJR069C	873	814	911	1216
tV(AAC)J	0	6	0	3
YJR120W	711	573	90	318
YJL186W	6720	6167	6248	7801
YJL008C	3308	2784	2538	3445
YJL061W	3051	2715	2609	2726
YJR085C	5627	4936	1297	3344
YJR040W	3316	2661	1674	2809
YJL189W	1	4	5	21
YJR039W	1165	1003	511	725
YJL202C	8	3	5	9
YJL009W	78	73	28	78
YJR005W	2575	2306	1191	1821
YJL006C	742	758	366	568
YJR150C	159	200	365	478
YJR098C	647	555	246	414
YJL103C	1571	1512	239	441
YJL156C	4350	4077	1503	1915
YJL185C	905	751	286	447
YJL135W	0	2	1	2
YJR138W	1998	1482	881	1450
YJL108C	173	200	140	129
YJR037W	16	11	0	6
YJR079W	96	95	7	42
YJR049C	1686	1490	808	1257
YJR008W	3016	2576	641	790
YJR023C	5	6	1	10
YJR002W	1094	991	2015	2028
YJR145C	32736	27526	54726	67069
YJR048W	695	554	648	544
YJR009C	143579	112740	330769	210449
YJL222W-A	0	0	0	0
YJL173C	610	615	450	562
YJR014W	1406	1355	1360	1456
YJR135W-A	994	869	454	931
YJR045C	17071	9171	7799	15241
YJL176C	1255	1036	618	857
YJL193W	968	949	541	1001
YJR128W	14	22	22	32
YJL159W	11985	8284	3172	6143
YJL030W	386	297	219	251
YJL047C	1029	1040	609	719
YJL194W	420	377	217	375
YJL195C	0	3	0	1
YJR108W	181	165	69	110
YJL199C	168	159	152	166
YJL216C	260	229	283	232
YJL011C	313	297	284	379
YJR060W	612	528	520	536
YJR119C	705	725	390	693
YJR092W	1405	881	624	982
YJL051W	3777	3013	741	1057
YJR071W	15	30	3	19
YJR115W	395	382	107	185
YJL010C	971	840	1788	1886
YJL084C	1108	930	317	611
YJR030C	1098	851	846	1126
YJL119C	4	5	5	8
YJL221C	0	1	0	0
YJR140C	1851	1649	1461	2030
YJR161C	1774	1504	836	775
YJL136C	6703	6057	17229	12907
tR(ACG)J	28	18	4	13
YJL146W	1007	880	428	680
YJL060W	4500	3605	2858	3165
tW(CCA)J	1	0	0	0
YJL117W	2964	2540	1575	2493
YJL149W	1134	899	311	551
YJR063W	965	855	952	1516
YJL067W	78	81	19	28
YJL164C	4391	3444	1170	1671
YJL223C	0	0	0	1
YJL079C	1676	981	262	966
snR3	6001	4975	3100	6565
YJL156W-A	295	226	82	190
YJL106W	598	574	146	277
YJL171C	20118	17663	13288	14163
YJL058C	394	389	184	358
tL(UAG)J	0	0	0	6
YJL132W	2245	1886	544	764
YJL172W	8969	7639	5790	8989
YJR114W	18	19	2	10
YJL093C	3100	2732	1443	2024
YJL163C	2172	1809	395	616
YJR153W	607	548	189	302
YJL179W	504	453	312	439
YJR080C	1848	1770	615	859
YJL037W	102	86	23	43
YJL104W	941	799	695	879
YJL050W	1749	1626	3675	4905
YJL002C	15949	14379	11303	15529
YJR084W	904	755	625	620
YJL220W	5	5	1	0
YJR034W	700	608	545	561
YJR019C	870	798	319	532
YJR093C	478	294	133	239
YJL201W	1606	1435	627	1079
YJL161W	911	824	164	307
YJR021C	321	177	118	160
YJL070C	1271	1095	366	562
snR128	1419	1084	1840	2939
YJL029C	2447	2240	1220	1867
YJR010W	1927	1621	583	831
YJR151W-A	17	15	4	4
tD(GUC)J3	1	1	0	5
YJR144W	1488	1343	973	1303
YJL073W	661	644	247	592
YJL022W	4	1	0	0
YJR038C	46	32	2	11
snR37	263783	280941	40966	157198
YJR094W-A	8707	8073	5300	12109
YJL052W	346006	307253	330660	281729
YJR139C	28219	25535	20048	26015
YJR158W	0	4	0	0
YJL089W	129	109	18	37
YJL077W-B	89	71	51	83
YJL016W	4110	3361	981	1729
YJL127W-A	115	109	27	63
YJR007W	6550	5770	4468	6631
tA(AGC)J	0	0	0	0
YJR096W	5591	5306	1132	1264
YJL032W	9	9	1	3
YJR065C	12372	9945	4324	7679
YJL019W	712	542	412	631
YJR082C	662	644	405	555
YJL181W	1197	1011	557	840
YJR095W	148	106	24	32
YJR086W	720	609	201	422
YJL077C	170	150	165	125
tR(UCU)J2	0	0	0	0
YJR006W	1384	1253	604	924
YJR072C	1248	1238	1423	1464
YJL118W	148	146	152	205
YJL184W	368	309	200	386
YJR133W	1931	1771	1210	1433
YJR025C	3587	2930	4096	3852
YJR018W	3	2	2	7
YJL095W	1388	1113	1030	1406
YJR147W	364	316	323	550
YJL043W	116	82	74	55
YJL107C	125	151	75	71
YJL012C	4997	4418	3551	4720
YJR121W	13591	9389	3823	7975
YJL145W	1394	1357	1438	1791
YJL153C	607	493	114	211
YJL088W	50	41	34	48
YJR064W	5785	5229	6582	7434
YJL137C	920	826	365	488
YJL074C	1047	997	1190	1491
YJL111W	1232	991	810	1680
YJL158C	1144	560	690	2287
YJR016C	26057	21587	33318	34745
YJR099W	620	628	584	587
YJL208C	672	659	353	717
YJL048C	2655	2391	719	1070
YJL197W	1977	1579	1648	2213
YJR074W	599	499	736	574
YJL127C-B	580	549	263	535
tD(GUC)J4	3	1	0	3
YJL020W-A	0	0	0	0
YJL078C	1236	902	768	1067
YJL165C	2303	1725	879	1374
YJR117W	2934	2393	859	1748
YJR057W	613	536	385	696
YJR160C	145	114	81	49
YJL134W	2161	1687	1442	2034
YJL219W	149	109	59	76
YJL081C	2526	2270	1898	2200
YJL054W	2201	1838	1186	1540
YJR137C	6663	6065	3128	4919
tK(CUU)J	0	0	0	0
YJL038C	115	126	29	66
YJR056C	718	621	351	494
YJL072C	407	345	147	292
YJR152W	524	423	216	307
YJL142C	66	126	4	12
YJL192C	6126	5477	4150	6370
YJR001W	9577	8085	4701	7196
YJR110W	1725	1487	885	1025
YJL190C	17324	14115	38685	45992
YJL182C	4	4	2	2
YJL099W	1303	1138	570	756
YJL090C	697	692	286	401
YJL055W	2987	2263	1326	2136
YJL085W	1182	1131	630	958
YJR109C	3783	2932	3175	4046
YJL167W	12214	10644	9833	10670
tM(CAU)J3	2	0	0	0
YJL127C	693	503	391	557
YJR004C	1630	1740	144	371
YJL036W	1333	1251	639	681
YJL150W	15	32	0	3
YJL168C	916	791	611	872
YJR036C	483	325	130	230
YJL162C	550	484	340	441
YJR106W	1174	1021	390	782
YJR043C	355	264	228	336
YJR066W	6886	5639	3065	4990
YJL001W	6397	5704	2864	4356
YJR061W	1906	1698	911	1147
YJL212C	4136	3758	7296	8353
YJL024C	605	532	241	436
YJR125C	3031	2679	1327	1582
YJR051W	2190	2022	1423	1926
YJR112W-A	943	732	485	660
YJR050W	582	560	378	444
YJR011C	477	475	110	290
YJR136C	644	618	330	586
YJL200C	1499	1422	1638	2493
YJL188C	563	635	218	768
YJL170C	1384	1314	349	632
YJL129C	3021	2403	2154	2565
YJR112W	389	367	394	390
YJR103W	7758	7105	4135	4015
YJL044C	1843	1574	1198	1410
YJL157C	11228	10867	6386	8698
YJR142W	1045	892	514	767
YJL034W	29720	25390	15757	19311
YJL183W	3992	3376	2966	4805
YJR031C	2797	2379	1882	2817
YJL066C	1036	958	372	398
YJR077C	6373	5335	2065	3932
YJL064W	0	1	0	0
YJL136W-A	9	15	3	4
YJR010C-A	631	486	315	693
YJR033C	3479	2912	1271	1955
YJL068C	4570	3850	2232	3123
YJL112W	1551	1337	908	1111
YJL039C	10173	8890	6078	8856
YJL180C	1031	884	540	813
YJL147C	471	403	213	310
YJR116W	384	306	382	347
YJL025W	733	712	390	652
YJR062C	1784	1502	733	1261
YJR090C	4087	3674	1358	2512
YJR035W	486	387	213	349
YJL174W	7461	6653	2062	4243
YJL203W	113	98	81	128
YJL014W	5529	4867	4115	6039
YJL027C	20	29	6	14
YJR157W	0	4	0	8
YJR149W	584	488	137	366
YJR154W	228	175	63	114
YJR075W	4473	4159	3096	4185
YJR052W	799	755	473	464
IRT1	305	339	284	467
YJL026C-A	0	0	0	0
tE(UUC)J	0	4	0	5
YJR126C	4351	3718	2293	3455
tL(UAA)J	5	6	4	10
tG(GCC)J1	0	4	0	0
YJL005W	12502	10559	5325	7381
YJL206C	814	769	299	464
YJL100W	738	734	496	456
tT(AGU)J	0	0	0	0
YJL047C-A	84	64	38	56
tD(GUC)J2	4	1	2	1
YJL222W-B	0	0	0	0
YJR076C	1870	1718	1094	1473
YJL217W	3496	3183	2070	2929
YJR059W	3759	3191	1174	1561
YJR124C	1792	1708	1731	2692
YJL143W	1157	984	479	998
YJL059W	620	514	287	370
YJR078W	280	218	190	232
tM(CAU)J2	0	0	0	0
YJL207C	5399	4645	2859	4165
YJL144W	397	382	24	103
YJL125C	1060	995	574	926
YJL198W	1291	1084	1747	2416
tD(GUC)J1	3	6	2	4
YJL122W	811	611	839	1133
YJL007C	15	24	9	17
YJL225C	263	215	63	90
YJL211C	51	38	15	32
YJR073C	6945	6775	3991	3761
YJR143C	15100	13330	11296	17087
YJL131C	311	259	128	202
YJL177W	10947	9606	12569	17155
YJR032W	1304	1054	904	990
YJR151C	161	124	76	118
YJR024C	1831	1652	2414	2446
YJL140W	1356	1221	632	995
YJR068W	2196	1989	1151	1765
YJR017C	404	351	273	377
YJR058C	549	399	204	457
YJR101W	2924	2640	1590	2372
YJL026W	19459	16235	14963	14136
YJL096W	1627	1276	553	1047
tM(CAU)J1	0	0	0	1
tR(CCU)J	1	1	0	0
YJR156C	80	94	45	99
YJL063C	898	784	450	791
YJR159W	9	8	8	8
YJR094C	8	26	6	20
tG(GCC)J2	11	10	5	15
YJL028W	1	0	4	3
YJL101C	3968	3807	1951	2590
YJL056C	434	370	172	255
tY(GUA)J1	17	10	7	23
YJR041C	1591	1562	1415	2382
YJL080C	7888	4875	6260	10581
YJR091C	3583	2673	787	1983
YJR013W	1651	1518	793	1562
YJL222W	59	87	92	85
YJL121C	6212	5423	5686	6728
YJL138C	17127	14690	11604	23260
YJR047C	1397	1007	6919	3762
YJL151C	3816	3168	1208	2607
YJL057C	3753	3280	907	1509
YJL218W	133	136	62	132
YJR087W	8	7	3	2
YJL130C	47811	37867	39503	58882
snR190	7147	6191	6982	12188
YJL069C	583	516	613	1065
YJL045W	356	299	192	121
YJL091C	3223	3025	1231	2287
YJL033W	966	860	1522	2256
YJR122W	1413	1125	528	983
YJL041W	2374	2113	1357	2220
tR(UCU)J1	0	0	0	0
YJL065C	117	138	90	132
YJR148W	6179	5499	8282	9341
YJL123C	412	360	288	551
YJL046W	870	815	481	697
YJR123W	27404	23081	67385	59333
YJR118C	2043	2305	1652	1352
YJL071W	1209	1078	443	755
YJR015W	4657	4349	2694	4765
YJR102C	965	771	329	547
YJL004C	1414	1349	696	1075
YJL155C	1965	1676	473	769
YJL154C	4908	4045	2669	3333
YJR107W	880	793	377	722
YJL035C	516	490	236	468
YJR089W	1306	1073	669	1044
YJL042W	4760	3401	2394	3560
YJL169W	13	27	1	22
YJL115W	81	79	59	85
YJR003C	1353	1324	782	1162
YJL116C	1389	1050	403	670
YJL053W	1890	1510	1040	1102
YJL124C	1686	1401	965	1647
YJR104C	29579	27844	33322	19315
YJL105W	211	230	99	258
YJL215C	69	52	44	44
YJR070C	1612	1650	4851	3822
YJR097W	105	88	164	219
YJL126W	649	529	234	483
YJL214W	233	187	120	205
YJL166W	6078	5875	984	2324
YJL023C	432	345	132	219
YJL094C	4078	3181	956	2005
YJR054W	1038	963	534	920
YJR141W	324	318	264	377
YJL191W	4495	3777	4028	4771
YJR135C	280	168	127	226
YJL049W	287	284	104	146
YJR155W	484	411	91	209
YJL109C	6612	5953	8640	14296
YJL013C	857	776	395	533
YJL141C	3075	2461	592	1357
YJL133C-A	431	302	54	119
YJL178C	3083	2890	1836	3038
YJR022W	0	0	0	0
YJL062W	3099	2463	1487	2777
YJL197C-A	0	0	0	0
YJL082W	6158	5133	2033	2406
YJL120W	29	16	16	36
YJL098W	1231	1101	1795	2160
YJL152W	119	95	15	39
YJR162C	0	0	0	0
YJL196C	8776	7710	6674	12752
YJL003W	706	566	259	451
YJL015C	33	53	3	23
YJL075C	8	9	2	11
YJR020W	10	10	2	5
YJL205C	630	487	256	465
YJR113C	1335	1200	1250	1152
YJR111C	511	529	329	417
YJR055W	111	111	109	133
tY(GUA)J2	4	3	0	4
YJL148W	288	219	244	485
tS(AGA)J	10	7	0	18
YJL097W	2210	2354	1087	2654
YJL031C	614	600	293	401
YJR132W	4796	4228	4244	5542
YJL092W	2927	2497	1530	2205
YJL083W	783	597	463	478
YJL175W	0	0	0	1
YJL225W-A	0	0	0	0
snR60	61	34	7	36
YJL102W	807	632	194	295
YJL077W-A	0	0	0	0
YJL052C-A	2	1	0	2
YJR083C	551	411	233	283
YJL128C	1372	1150	622	952
YJR005C-A	4	3	2	0
YJR042W	1664	1648	1113	1664
YJL209W	1151	963	584	770
YJL087C	1246	1061	852	1145
YJR127C	3998	2464	1087	1983
YJL210W	1634	1493	619	1088
YJR134C	1020	790	681	740
YJL076W	4429	3597	2485	3569
YJR027W	1177	626	370	1613
YJL113W	281	327	80	212
YJR026W	0	0	0	0
YJR028W	0	0	0	0
YJL114W	61	51	8	28
YJR029W	68	50	20	142
YKL103C	9501	8496	4548	4220
tL(UAA)K	0	0	0	0
YKL131W	49	30	0	14
tV(AAC)K1	1	3	1	1
